"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"AMAP-ML/LoopArena",85,"AMAP-ML","https://avatars.githubusercontent.com/u/202896035?v=4","Benchmarking models as runtime Controllers for Loop Engineering","[""benchmark"",""coding-agents"",""evaluation"",""llm"",""loop-engineering"",""software-engineering""]","https://github.com/AMAP-ML/LoopArena","2026-08-31T02:47:02Z","2026-09-02T22:13:30Z","2026-09-01T02:50:49Z","git://github.com/AMAP-ML/LoopArena.git","git@github.com:AMAP-ML/LoopArena.git","https://github.com/AMAP-ML/LoopArena.git","https://github.com/AMAP-ML/LoopArena","https://amap-ml.github.io/LoopArena/",68627,"Python",3,1,"main","Apache License 2.0"
"usedotai/dot-reflex",81,"usedotai","https://avatars.githubusercontent.com/u/296000293?v=4","Open-source agent execution-recovery controller for coding and tool-using AI agents.","[""agent-supervision"",""ai-agents"",""coding-agents"",""llm"",""open-source"",""qlora"",""qwen3"",""recovery-controller""]","https://github.com/usedotai/dot-reflex","2026-08-28T14:00:16Z","2026-09-01T03:29:13Z","2026-08-28T14:00:48Z","git://github.com/usedotai/dot-reflex.git","git@github.com:usedotai/dot-reflex.git","https://github.com/usedotai/dot-reflex.git","https://github.com/usedotai/dot-reflex","https://huggingface.co/usedot/Dot-Reflex-14B",882,"Python",0,0,"main","Apache License 2.0"
"Continuum-AI-Corp/OrcaReplay",64,"Continuum-AI-Corp","https://avatars.githubusercontent.com/u/273996259?v=4","OrcaReplay — Time travel for AI agents. Record, replay, fork, and debug any agent run with any model. Built by the OrcaRouter.ai team.","[""agent-debugging"",""agent-tracing"",""ai-agent"",""ai-agents"",""ai-debugger"",""ai-debugging"",""anthropic"",""llm"",""llm-agents"",""llm-evaluation"",""llm-observability"",""mcp"",""observability"",""openai"",""orcarouter""]","https://github.com/Continuum-AI-Corp/OrcaReplay","2026-08-29T08:41:53Z","2026-09-02T23:12:37Z","2026-09-02T12:48:14Z","git://github.com/Continuum-AI-Corp/OrcaReplay.git","git@github.com:Continuum-AI-Corp/OrcaReplay.git","https://github.com/Continuum-AI-Corp/OrcaReplay.git","https://github.com/Continuum-AI-Corp/OrcaReplay","http://www.orcarouter.ai",2931,"TypeScript",19,4,"main","Other"
"alesha-pro/atlas",58,"alesha-pro","https://avatars.githubusercontent.com/u/68546545?v=4","Interactive canvas for taking an LLM apart tensor by tensor: measured INT8/INT4/FP8 error, distributions, spectra and outlier channels for every weight tensor","[""dataviz"",""interpretability"",""llm"",""quantization"",""visualization""]","https://github.com/alesha-pro/atlas","2026-08-30T09:10:21Z","2026-09-03T00:31:38Z","2026-09-02T20:10:13Z","git://github.com/alesha-pro/atlas.git","git@github.com:alesha-pro/atlas.git","https://github.com/alesha-pro/atlas.git","https://github.com/alesha-pro/atlas","https://atlas.alesha.pro",27590,"TypeScript",7,0,"main","MIT License"
"jzjzzzzzzz/agent-me",46,"jzjzzzzzzz","https://avatars.githubusercontent.com/u/274318211?v=4","Auditable multi-agent RAG reference implementation with a bilingual hands-on engineering curriculum.","[""agentic-ai"",""ai-agents"",""ai-engineering"",""education"",""fastapi"",""llm"",""multi-agent"",""rag"",""react"",""retrieval-augmented-generation""]","https://github.com/jzjzzzzzzz/agent-me","2026-08-27T04:08:50Z","2026-09-02T22:35:14Z","2026-09-02T16:23:56Z","git://github.com/jzjzzzzzzz/agent-me.git","git@github.com:jzjzzzzzzz/agent-me.git","https://github.com/jzjzzzzzzz/agent-me.git","https://github.com/jzjzzzzzzz/agent-me","https://jz-ai-chat.com",1282,"Python",11,11,"main","MIT License"
"1Panel-dev/1Panel-Gateway",44,"1Panel-dev","https://avatars.githubusercontent.com/u/109613420?v=4","1Panel AI 网关提供从统一接入、智能路由到合规审计的全链条管控，让企业 AI 落地更安全、更高效、更可控。","[""1panel"",""ai-gateway"",""anthropic"",""deepseek"",""gateway"",""litellm"",""llm"",""newapi"",""openai""]","https://github.com/1Panel-dev/1Panel-Gateway","2026-08-31T01:56:02Z","2026-09-03T01:22:29Z","2026-09-03T01:22:22Z","git://github.com/1Panel-dev/1Panel-Gateway.git","git@github.com:1Panel-dev/1Panel-Gateway.git","https://github.com/1Panel-dev/1Panel-Gateway.git","https://github.com/1Panel-dev/1Panel-Gateway","https://1panel.cn/ai-gateway.html",1521,,0,0,"main",
"ZJU-REAL/TTPO",39,"ZJU-REAL","https://avatars.githubusercontent.com/u/203928864?v=4","TTPO: Test-Time Policy Optimization","[""llm"",""opsd"",""post-training"",""reasoning"",""rl"",""test-time-training""]","https://github.com/ZJU-REAL/TTPO","2026-08-27T08:54:33Z","2026-09-02T18:33:11Z","2026-08-28T09:26:18Z","git://github.com/ZJU-REAL/TTPO.git","git@github.com:ZJU-REAL/TTPO.git","https://github.com/ZJU-REAL/TTPO.git","https://github.com/ZJU-REAL/TTPO","https://zju-real.github.io/TTPO/",2821,"Python",3,0,"main",
"grapefruit0205/click",37,"grapefruit0205","https://avatars.githubusercontent.com/u/296703567?v=4","Codex plugin for coding agents that turns software requests into approved implementation contracts, then keeps implementation and verification inside the agreed boundary.","[""agent-workflows"",""agentic-coding"",""ai-agent"",""ai-coding"",""codex"",""codex-cli"",""codex-plugin"",""coding-agent"",""developer-tools"",""llm"",""openai-codex"",""software-engineering"",""workflow-automation""]","https://github.com/grapefruit0205/click","2026-08-27T01:06:45Z","2026-09-03T00:14:12Z","2026-09-03T00:14:43Z","git://github.com/grapefruit0205/click.git","git@github.com:grapefruit0205/click.git","https://github.com/grapefruit0205/click.git","https://github.com/grapefruit0205/click","",1661,"Python",3,0,"main","MIT License"
"HowProgrammingWorks/Agent",37,"HowProgrammingWorks","https://avatars.githubusercontent.com/u/17366055?v=4","Small, modular coding-agent harness for Node.js","[""agent"",""ai"",""harness"",""llm""]","https://github.com/HowProgrammingWorks/Agent","2026-08-28T13:50:08Z","2026-09-02T21:45:40Z","2026-08-31T01:19:01Z","git://github.com/HowProgrammingWorks/Agent.git","git@github.com:HowProgrammingWorks/Agent.git","https://github.com/HowProgrammingWorks/Agent.git","https://github.com/HowProgrammingWorks/Agent","",164,"JavaScript",3,1,"main","MIT License"
"ConiferKit/use-conifer",34,"ConiferKit","https://avatars.githubusercontent.com/u/284818068?v=4","The Conifer SDK — one gateway for cloud, local, and BYOK inference, with exact per-call cost receipts. TypeScript + Python + MCP.","[""ai-gateway"",""anthropic"",""llm"",""mcp"",""openai"",""openai-compatible"",""python"",""sdk"",""typescript""]","https://github.com/ConiferKit/use-conifer","2026-08-27T01:20:51Z","2026-09-02T01:20:17Z","2026-09-02T01:19:37Z","git://github.com/ConiferKit/use-conifer.git","git@github.com:ConiferKit/use-conifer.git","https://github.com/ConiferKit/use-conifer.git","https://github.com/ConiferKit/use-conifer","https://conifer.build/docs/sdk/",777,"TypeScript",6,0,"main","Apache License 2.0"
