"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"Nagisanyan/Aletheia-Artificial-Scientific-Intelligence",2,"Nagisanyan","https://avatars.githubusercontent.com/u/99894760?v=4","Experimental framework for artificial scientific reasoning, verification, hypothesis generation, and reproducible research.","[""artificial-intelligence"",""computational-sciences"",""formal-verification"",""hypothesis-generation"",""knowledge-representation"",""python"",""reproducible-research"",""research"",""scientific-computing"",""scientific-reasoning"",""verification""]","https://github.com/Nagisanyan/Aletheia-Artificial-Scientific-Intelligence","2026-09-20T01:57:05Z","2026-09-21T10:10:23Z","2026-09-21T10:10:20Z","git://github.com/Nagisanyan/Aletheia-Artificial-Scientific-Intelligence.git","git@github.com:Nagisanyan/Aletheia-Artificial-Scientific-Intelligence.git","https://github.com/Nagisanyan/Aletheia-Artificial-Scientific-Intelligence.git","https://github.com/Nagisanyan/Aletheia-Artificial-Scientific-Intelligence","",109,"Python",0,5,"main","MIT License"
"pawv1/privacy-ai-workstation",2,"pawv1","https://avatars.githubusercontent.com/u/331311104?v=4","Cross-platform installer and auditor for a privacy-focused local AI workstation (Ollama, LibreChat, Brave/DuckDuckGo, Mullvad, Proton Mail).","[""artificial-intelligence"",""brave"",""cli"",""docker"",""installer"",""librechat"",""linux"",""llm"",""local-ai"",""mullvad"",""ollama"",""privacy"",""privacy-tools"",""python"",""self-hosted"",""vpn"",""windows"",""workstation""]","https://github.com/pawv1/privacy-ai-workstation","2026-09-19T15:16:07Z","2026-09-20T12:51:35Z","2026-09-19T21:14:58Z","git://github.com/pawv1/privacy-ai-workstation.git","git@github.com:pawv1/privacy-ai-workstation.git","https://github.com/pawv1/privacy-ai-workstation.git","https://github.com/pawv1/privacy-ai-workstation","https://github.com/pawv1/privacy-ai-workstation",52,"Python",0,0,"main","MIT License"
"PrinceZaman-2005/Backpropagation",2,"PrinceZaman-2005","https://avatars.githubusercontent.com/u/218978764?v=4","Backpropagation is a learning algorithm that helps a neural network adjust its weights by working backward from the prediction error.","[""ai"",""artificial-intelligence"",""backpropagation"",""basic"",""basic-learning"",""machine-learning"",""neural-network"",""python""]","https://github.com/PrinceZaman-2005/Backpropagation","2026-09-22T03:59:01Z","2026-09-24T09:51:09Z","2026-09-22T06:51:34Z","git://github.com/PrinceZaman-2005/Backpropagation.git","git@github.com:PrinceZaman-2005/Backpropagation.git","https://github.com/PrinceZaman-2005/Backpropagation.git","https://github.com/PrinceZaman-2005/Backpropagation","",13,"Python",1,0,"main","Apache License 2.0"
"Ilyeess-Rj/github-repositories-radar",2,"Ilyeess-Rj","https://avatars.githubusercontent.com/u/219193307?v=4","Autonomous n8n workflow that scans GitHub daily for trending repos matching your interests (AI, automation, free APIs), scores their relevance, and delivers Arabic voice + text + image breakdowns via Telegram. Also answers on-demand questions about any specific repo, grounded in its real README — no hallucinated features.","[""ai-agents"",""ai-tools"",""arabic-language"",""artificial-intelligence"",""automation"",""llm"",""n8n"",""n8n-workflow"",""telegram"",""telegrambot"",""text-to-speech""]","https://github.com/Ilyeess-Rj/github-repositories-radar","2026-09-22T03:59:42Z","2026-09-23T03:41:20Z","2026-09-22T04:38:19Z","git://github.com/Ilyeess-Rj/github-repositories-radar.git","git@github.com:Ilyeess-Rj/github-repositories-radar.git","https://github.com/Ilyeess-Rj/github-repositories-radar.git","https://github.com/Ilyeess-Rj/github-repositories-radar","",15,,0,0,"main","Apache License 2.0"
"vertracloud/mcp",2,"vertracloud","https://avatars.githubusercontent.com/u/209387879?v=4","Official MCP server for connecting AI clients to the Vertra Cloud public API.","[""ai-agents"",""artificial-intelligence"",""developer-tools"",""mcp"",""model-context-protocol"",""vertracloud""]","https://github.com/vertracloud/mcp","2026-09-23T15:54:30Z","2026-09-25T11:58:03Z","2026-09-23T19:56:49Z","git://github.com/vertracloud/mcp.git","git@github.com:vertracloud/mcp.git","https://github.com/vertracloud/mcp.git","https://github.com/vertracloud/mcp","https://docs.vertracloud.app/mcp",172,"TypeScript",0,0,"main","MIT License"
"g0runmezadam/jev-architecture-research",2,"g0runmezadam","https://avatars.githubusercontent.com/u/128180061?v=4","Black-box reverse engineering research archive for the Jev decision model","[""artificial-intelligence"",""black-box-research"",""decision-models"",""jev"",""machine-learning"",""model-evaluation"",""research"",""reverse-engineering"",""semantic-reasoning"",""typesafe-ai""]","https://github.com/g0runmezadam/jev-architecture-research","2026-09-22T16:56:33Z","2026-09-23T20:21:15Z","2026-09-22T17:08:20Z","git://github.com/g0runmezadam/jev-architecture-research.git","git@github.com:g0runmezadam/jev-architecture-research.git","https://github.com/g0runmezadam/jev-architecture-research.git","https://github.com/g0runmezadam/jev-architecture-research","https://jev.com.tr/",230,"Python",0,0,"main","MIT License"
"priyanshu015211/LLM-Powered-Log-Triage",2,"priyanshu015211","https://avatars.githubusercontent.com/u/249238192?v=4","LLM-powered log triage for automated error grouping, root-cause analysis, and incident timeline generation.","[""artificial-intelligence"",""distributed-systems"",""evidence-grounded"",""incident-response"",""llm"",""log-triage"",""machine-learning"",""root-cause-analysis""]","https://github.com/priyanshu015211/LLM-Powered-Log-Triage","2026-09-20T16:51:00Z","2026-09-24T15:39:49Z","2026-09-23T11:25:16Z","git://github.com/priyanshu015211/LLM-Powered-Log-Triage.git","git@github.com:priyanshu015211/LLM-Powered-Log-Triage.git","https://github.com/priyanshu015211/LLM-Powered-Log-Triage.git","https://github.com/priyanshu015211/LLM-Powered-Log-Triage","",49,"Python",2,0,"main","MIT License"
"PrinceZaman-2005/Boltzmann-Machine",2,"PrinceZaman-2005","https://avatars.githubusercontent.com/u/218978764?v=4","A simple Boltzmann Machine built from scratch with NumPy to explore energy-based learning, stochastic neurons, and probability.","[""ai"",""artificial-intelligence"",""machine-learning"",""python""]","https://github.com/PrinceZaman-2005/Boltzmann-Machine","2026-09-24T05:24:04Z","2026-09-24T09:50:51Z","2026-09-24T06:44:19Z","git://github.com/PrinceZaman-2005/Boltzmann-Machine.git","git@github.com:PrinceZaman-2005/Boltzmann-Machine.git","https://github.com/PrinceZaman-2005/Boltzmann-Machine.git","https://github.com/PrinceZaman-2005/Boltzmann-Machine","",19,"Python",1,1,"main","Apache License 2.0"
"im-aswajith/PocketLM",2,"im-aswajith","https://avatars.githubusercontent.com/u/208583489?v=4","⚡ PocketLM — A powerful Android AI workspace for running, managing, and interacting with AI models on your device. Built with Kotlin and Jetpack Compose, featuring Hugging Face model discovery, local model management, AI chat, terminal tools, hardware monitoring, persistent conversations.","[""android-app"",""android-application"",""android-development"",""artificial-intelligence"",""generative-ai"",""huggingface"",""llm"",""local-ai"",""machine-learning"",""ollama"",""ondevice-ai""]","https://github.com/im-aswajith/PocketLM","2026-09-19T09:01:20Z","2026-09-21T02:58:58Z","2026-09-19T09:22:07Z","git://github.com/im-aswajith/PocketLM.git","git@github.com:im-aswajith/PocketLM.git","https://github.com/im-aswajith/PocketLM.git","https://github.com/im-aswajith/PocketLM","",21582,"Kotlin",0,0,"main","Other"
"Lucebrallc/awesome-ai-ml-engineering-roadmap",2,"Lucebrallc","https://avatars.githubusercontent.com/u/155917271?v=4","Production-ready AI/ML engineering roadmap from classical ML through RAG pipelines, LLM agents, and MLOps deployment.","[""artificial-intelligence"",""awesome-list"",""deep-learning"",""lucebra"",""machine-learning"",""mlops"",""roadmap""]","https://github.com/Lucebrallc/awesome-ai-ml-engineering-roadmap","2026-09-19T20:54:08Z","2026-09-21T09:51:55Z","2026-09-19T20:54:13Z","git://github.com/Lucebrallc/awesome-ai-ml-engineering-roadmap.git","git@github.com:Lucebrallc/awesome-ai-ml-engineering-roadmap.git","https://github.com/Lucebrallc/awesome-ai-ml-engineering-roadmap.git","https://github.com/Lucebrallc/awesome-ai-ml-engineering-roadmap","https://www.lucebra.com/topic/artificial-intelligence",6,,0,0,"main","MIT License"
