"full_name","stargazers_count","owner.login","owner.avatar_url","description","topics","html_url","created_at","updated_at","pushed_at","git_url","ssh_url","clone_url","svn_url","homepage","size","language","forks_count","open_issues_count","default_branch","license.name"
"Tcotl/AgentCapture",24,"Tcotl","https://avatars.githubusercontent.com/u/88639567?v=4","嵌入式蜜罐与 AI Agent 反制平台：23 种 Agent 指纹识别 + 功能性伪装收编 + 对话式 C2 + 交互式 SSH 蜜罐与会话回放，实测五款主流 Agent 全部反制上线。","[""ai-agent"",""deception"",""fastapi"",""honeypot"",""llm-security"",""prompt-injection"",""python"",""threat-intelligence""]","https://github.com/Tcotl/AgentCapture","2026-09-02T08:09:30Z","2026-09-03T20:10:13Z","2026-09-03T20:07:41Z","git://github.com/Tcotl/AgentCapture.git","git@github.com:Tcotl/AgentCapture.git","https://github.com/Tcotl/AgentCapture.git","https://github.com/Tcotl/AgentCapture",,11899,"Python",6,0,"main","GNU Affero General Public License v3.0"
"Morningstar202604/VerdictAI",23,"Morningstar202604","https://avatars.githubusercontent.com/u/320475654?v=4","⚖️ VerdictAI — Multi-agent courtroom debate & verdict system. 7 AI experts cross-examine real case PDFs, cite real statutes & precedents, and deliver structured verdicts with executable next steps. FastAPI + LangGraph + WebSocket.","[""adjudication"",""ai-agents"",""chinese-nlp"",""courtroom"",""evidence-analysis"",""fastapi"",""langgraph"",""legal-ai"",""legal-tech"",""llm"",""multi-agent"",""multi-agent-systems"",""python"",""rag"",""websocket""]","https://github.com/Morningstar202604/VerdictAI","2026-08-29T03:32:54Z","2026-09-03T23:02:39Z","2026-09-02T00:43:30Z","git://github.com/Morningstar202604/VerdictAI.git","git@github.com:Morningstar202604/VerdictAI.git","https://github.com/Morningstar202604/VerdictAI.git","https://github.com/Morningstar202604/VerdictAI","https://github.com/Morningstar202604/VerdictAI",2604,"Python",6,0,"main","MIT License"
"bebkill/Eclipse-Cleaner",22,"bebkill","https://avatars.githubusercontent.com/u/154730909?v=4","Clean up and stabilize a shaky solar-eclipse timelapse: drop broken frames, lock the solar disk to the center, normalize exposure.","[""astronomy"",""eclipse"",""python"",""smart-telescope"",""timelapse"",""video-stabilization""]","https://github.com/bebkill/Eclipse-Cleaner","2026-08-29T03:01:29Z","2026-09-02T09:57:33Z","2026-08-31T20:19:54Z","git://github.com/bebkill/Eclipse-Cleaner.git","git@github.com:bebkill/Eclipse-Cleaner.git","https://github.com/bebkill/Eclipse-Cleaner.git","https://github.com/bebkill/Eclipse-Cleaner",,11716,"Python",3,4,"main","MIT License"
"beniedev/moonbite",19,"beniedev","https://avatars.githubusercontent.com/u/321945707?v=4","Memory, working state, heartbeat, and bounded autonomy for long-running AI agents.","[""agent-memory"",""agent-runtime"",""ai-agents"",""autonomous-agents"",""python""]","https://github.com/beniedev/moonbite","2026-08-28T07:18:46Z","2026-09-03T20:05:23Z","2026-09-03T05:12:44Z","git://github.com/beniedev/moonbite.git","git@github.com:beniedev/moonbite.git","https://github.com/beniedev/moonbite.git","https://github.com/beniedev/moonbite","",857,"Python",4,4,"main","MIT License"
"SueliHora/fofoca",18,"SueliHora","https://avatars.githubusercontent.com/u/51680968?v=4","100% offline transcription and TTS ecosystem built with Python, Whisper, and Piper.","[""gradio"",""offline-ai"",""piper-tts"",""privacy"",""python"",""speech-to-text"",""text-to-speech"",""whisper""]","https://github.com/SueliHora/fofoca","2026-08-29T01:48:52Z","2026-09-03T23:56:06Z","2026-09-01T17:13:12Z","git://github.com/SueliHora/fofoca.git","git@github.com:SueliHora/fofoca.git","https://github.com/SueliHora/fofoca.git","https://github.com/SueliHora/fofoca","",127684,"Python",3,0,"main","MIT License"
"sharptoolbox/WorkBuddy-AppBuilderSkill",18,"sharptoolbox","https://avatars.githubusercontent.com/u/16699853?v=4","Ontology-driven WorkBuddy skill for requirements discovery, domain modeling, and app generation | WorkBuddy 需求探索、本体建模与领域应用生成器","[""code-generation"",""domain-modeling"",""ontology"",""python"",""requirements-engineering"",""skill"",""sqlite"",""workbuddy""]","https://github.com/sharptoolbox/WorkBuddy-AppBuilderSkill","2026-08-31T23:55:13Z","2026-09-03T00:50:49Z","2026-08-31T23:55:33Z","git://github.com/sharptoolbox/WorkBuddy-AppBuilderSkill.git","git@github.com:sharptoolbox/WorkBuddy-AppBuilderSkill.git","https://github.com/sharptoolbox/WorkBuddy-AppBuilderSkill.git","https://github.com/sharptoolbox/WorkBuddy-AppBuilderSkill",,498,"Python",8,0,"main","MIT License"
"duriantaco/ravage",18,"duriantaco","https://avatars.githubusercontent.com/u/57052760?v=4","AI powered web security testing for authorized targets","[""ai-agent"",""penetration-testing"",""python"",""vulnerability-scanner"",""web-security""]","https://github.com/duriantaco/ravage","2026-08-29T12:41:00Z","2026-09-03T21:39:44Z","2026-09-03T01:37:05Z","git://github.com/duriantaco/ravage.git","git@github.com:duriantaco/ravage.git","https://github.com/duriantaco/ravage.git","https://github.com/duriantaco/ravage","",12992,"Python",0,1,"main","Apache License 2.0"
"Dixie-sketch/Clawdeck",17,"Dixie-sketch","https://avatars.githubusercontent.com/u/293412055?v=4","SideCrab / Claw'deck: an ambient Claude Code status panel for the Corsair Xeneon Edge (iCUE widget + local companion, Windows)","[""claude-code"",""corsair"",""icue"",""python"",""status-panel"",""widget"",""windows"",""xeneon-edge""]","https://github.com/Dixie-sketch/Clawdeck","2026-09-02T01:32:54Z","2026-09-04T00:14:57Z","2026-09-02T17:11:55Z","git://github.com/Dixie-sketch/Clawdeck.git","git@github.com:Dixie-sketch/Clawdeck.git","https://github.com/Dixie-sketch/Clawdeck.git","https://github.com/Dixie-sketch/Clawdeck","",4434,"Python",4,0,"main","MIT License"
"sharkysan/alpha-aware-watermark",14,"sharkysan","https://avatars.githubusercontent.com/u/10297624?v=4","Alpha-aware, scene-aware temporal video watermark removal with optical-flow alignment and optional ProPainter inpainting.","[""computer-vision"",""gemini"",""gemini-ai"",""gemini-video"",""opencv"",""optical-flow"",""propainter"",""python"",""sora"",""sora-2"",""sora-ai"",""sora-video"",""video-inpainting"",""video-processing"",""watermark"",""watermark-removal""]","https://github.com/sharkysan/alpha-aware-watermark","2026-08-30T19:58:05Z","2026-09-02T19:06:25Z","2026-09-02T19:29:36Z","git://github.com/sharkysan/alpha-aware-watermark.git","git@github.com:sharkysan/alpha-aware-watermark.git","https://github.com/sharkysan/alpha-aware-watermark.git","https://github.com/sharkysan/alpha-aware-watermark","",1656,"Python",0,1,"main","MIT License"
"chengmarc/wechat-to-ai",13,"chengmarc","https://avatars.githubusercontent.com/u/89709777?v=4","你的微信记录，本地喂给 AI。导出双人会话、群聊、按消息量排名的重要联系人 —— 全程离线，数据不出本机。A local-first WeChat 4.1+ chat export plugin for Claude Code: no cloud, no telemetry, no account access.","[""ai-tools"",""anthropic"",""chat-export"",""chat-history"",""chinese"",""claude"",""claude-code"",""claude-code-plugin"",""claude-skill"",""data-export"",""data-portability"",""llm"",""local-first"",""powershell"",""privacy"",""python"",""sqlcipher"",""sqlite"",""wechat"",""windows""]","https://github.com/chengmarc/wechat-to-ai","2026-08-28T20:12:34Z","2026-09-03T05:42:49Z","2026-08-29T00:59:12Z","git://github.com/chengmarc/wechat-to-ai.git","git@github.com:chengmarc/wechat-to-ai.git","https://github.com/chengmarc/wechat-to-ai.git","https://github.com/chengmarc/wechat-to-ai","https://github.com/chengmarc/wechat-to-ai",43995,,1,0,"main","Other"
